Name,Code,Start,End,Return [%],Buy & Hold Return [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Max. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_strategy
大塚ホールディングス,4578,2019-06-21,2024-06-21,8.6,79.3,0.4,0.6,0.2,-7.4,385 days 00:00:00,41,51.2,16.4,-13.8,2.1,111 days 00:00:00,47 days 00:00:00,1.8,2.6,1.5,"VR(tp=10,n=20,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,14.9,79.3,0.6,0.8,0.4,-7.5,385 days 00:00:00,53,60.4,16.5,-14.0,3.2,173 days 00:00:00,58 days 00:00:00,2.3,3.6,2.4,"VR(tp=10,n=30,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,5.4,79.3,0.4,0.5,0.2,-7.2,613 days 00:00:00,20,45.0,29.0,-10.8,2.6,182 days 00:00:00,91 days 00:00:00,1.8,3.4,1.0,"VR(tp=20,n=10,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,11.4,79.3,0.3,0.5,0.2,-9.6,1186 days 00:00:00,41,51.2,27.4,-16.4,2.4,182 days 00:00:00,97 days 00:00:00,1.8,3.2,1.5,"VR(tp=20,n=20,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,13.2,79.3,0.3,0.5,0.2,-11.9,683 days 00:00:00,53,54.7,29.9,-16.4,2.6,182 days 00:00:00,100 days 00:00:00,1.9,3.3,1.6,"VR(tp=20,n=30,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,8.1,79.3,0.5,0.8,0.2,-7.3,613 days 00:00:00,20,45.0,37.0,-10.8,3.8,182 days 00:00:00,98 days 00:00:00,2.2,4.9,1.3,"VR(tp=30,n=10,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,9.7,79.3,0.3,0.4,0.2,-11.2,1197 days 00:00:00,41,51.2,30.5,-16.4,1.9,182 days 00:00:00,108 days 00:00:00,1.7,2.7,1.2,"VR(tp=30,n=20,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,11.7,79.3,0.2,0.4,0.2,-13.2,683 days 00:00:00,53,54.7,37.2,-16.4,2.3,183 days 00:00:00,113 days 00:00:00,1.8,3.1,1.4,"VR(tp=30,n=30,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,4.1,79.3,0.7,1.2,0.5,-1.6,456 days 00:00:00,8,75.0,17.8,-10.0,6.2,98 days 00:00:00,55 days 00:00:00,4.1,6.7,1.9,"RSI(tp=10,n=10,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,13.2,79.3,1.1,2.0,1.0,-2.5,80 days 00:00:00,18,88.9,17.8,-10.0,8.7,98 days 00:00:00,52 days 00:00:00,10.2,8.9,5.5,"RSI(tp=10,n=20,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,17.5,79.3,1.0,1.8,0.7,-4.6,149 days 00:00:00,31,77.4,17.8,-10.0,6.5,106 days 00:00:00,51 days 00:00:00,4.8,6.8,4.3,"RSI(tp=10,n=30,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,7.3,79.3,0.9,1.5,0.6,-2.3,755 days 00:00:00,8,75.0,28.5,-10.0,10.9,169 days 00:00:00,88 days 00:00:00,6.4,11.7,2.4,"RSI(tp=20,n=10,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,24.6,79.3,1.4,2.6,1.9,-2.4,195 days 00:00:00,18,88.9,28.5,-10.0,16.0,182 days 00:00:00,102 days 00:00:00,18.0,16.5,6.6,"RSI(tp=20,n=20,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,29.8,79.3,1.1,1.9,0.6,-8.7,291 days 00:00:00,31,71.0,28.5,-12.3,10.7,182 days 00:00:00,99 days 00:00:00,6.1,11.6,4.6,"RSI(tp=20,n=30,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,9.0,79.3,1.0,1.6,0.5,-3.4,767 days 00:00:00,8,75.0,35.8,-10.0,13.2,185 days 00:00:00,107 days 00:00:00,7.7,14.5,2.2,"RSI(tp=30,n=10,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,30.1,79.3,1.4,2.6,1.3,-4.3,405 days 00:00:00,19,89.5,36.4,-10.0,17.9,185 days 00:00:00,125 days 00:00:00,21.4,18.7,5.8,"RSI(tp=30,n=20,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,34.3,79.3,1.0,1.8,0.7,-8.7,291 days 00:00:00,32,71.9,37.6,-12.3,11.6,185 days 00:00:00,120 days 00:00:00,6.7,12.7,4.5,"RSI(tp=30,n=30,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,-1.0,79.3,0.0,0.0,0.0,-2.6,1085 days 00:00:00,7,42.9,13.0,-9.4,-1.4,113 days 00:00:00,69 days 00:00:00,0.8,-1.0,-0.4,"MACD(tp=10,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,-0.7,79.3,0.0,0.0,0.0,-2.6,1084 days 00:00:00,7,42.9,20.5,-9.4,-1.1,181 days 00:00:00,84 days 00:00:00,0.9,-0.6,-0.3,"MACD(tp=20,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,0.2,79.3,0.0,0.0,0.0,-2.6,1007 days 00:00:00,7,42.9,31.5,-9.4,0.1,181 days 00:00:00,87 days 00:00:00,1.2,1.0,0.1,"MACD(tp=30,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,0.0,79.3,,,,-0.0,,0,,,,,,,,,,"EMA(tp=10,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,0.0,79.3,,,,-0.0,,0,,,,,,,,,,"EMA(tp=20,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,0.0,79.3,,,,-0.0,,0,,,,,,,,,,"EMA(tp=30,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,5.7,79.3,0.3,0.5,0.2,-6.8,571 days 00:00:00,36,52.8,18.0,-9.7,1.4,145 days 00:00:00,59 days 00:00:00,1.5,1.9,1.1,"BB2(tp=10,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,12.5,79.3,0.5,0.8,0.4,-6.7,567 days 00:00:00,36,50.0,24.5,-9.9,3.3,182 days 00:00:00,93 days 00:00:00,2.1,4.0,1.8,"BB2(tp=20,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,9.3,79.3,0.3,0.5,0.2,-9.4,1481 days 00:00:00,36,50.0,31.6,-16.5,2.3,182 days 00:00:00,110 days 00:00:00,1.7,3.1,1.3,"BB2(tp=30,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,3.5,79.3,0.1,0.1,0.0,-16.3,1201 days 00:00:00,144,47.2,17.8,-15.6,0.2,146 days 00:00:00,54 days 00:00:00,1.2,0.6,0.3,"stochastic(tp=10,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,-7.8,79.3,0.0,0.0,0.0,-24.8,1597 days 00:00:00,139,39.6,22.7,-17.5,-0.7,147 days 00:00:00,58 days 00:00:00,0.9,-0.3,-0.9,"stochastic(tp=20,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,-17.8,79.3,0.0,0.0,0.0,-28.9,1597 days 00:00:00,136,39.7,21.1,-22.6,-1.6,153 days 00:00:00,55 days 00:00:00,0.6,-1.3,-2.4,"stochastic(tp=30,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,10.0,79.3,0.4,0.6,0.3,-5.7,579 days 00:00:00,60,51.7,14.9,-11.8,1.8,148 days 00:00:00,61 days 00:00:00,1.7,2.2,1.6,"tsumitate(tp=10,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,12.7,79.3,0.3,0.5,0.3,-9.5,1201 days 00:00:00,60,45.0,23.4,-15.9,2.1,182 days 00:00:00,95 days 00:00:00,1.8,2.8,1.5,"tsumitate(tp=20,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-06-21,2024-06-21,7.6,79.3,0.2,0.3,0.1,-15.4,1502 days 00:00:00,60,45.0,31.8,-24.0,1.1,182 days 00:00:00,110 days 00:00:00,1.5,1.8,0.9,"tsumitate(tp=30,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-07-22,2024-07-22,7.2,93.0,0.4,0.6,0.3,-5.0,505 days 00:00:00,35,57.1,15.1,-9.9,1.7,131 days 00:00:00,56 days 00:00:00,1.7,2.0,1.4,"MAX30d(tp=10,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-07-22,2024-07-22,14.2,93.0,0.5,0.8,0.5,-5.9,505 days 00:00:00,34,61.8,21.0,-9.9,3.5,161 days 00:00:00,78 days 00:00:00,2.6,4.0,2.3,"MAX30d(tp=20,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-07-22,2024-07-22,11.4,93.0,0.3,0.5,0.2,-9.7,505 days 00:00:00,34,61.8,30.5,-9.9,2.7,176 days 00:00:00,98 days 00:00:00,2.2,3.1,1.9,"MAX30d(tp=30,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-07-22,2024-07-22,3.5,93.0,0.3,0.4,0.2,-3.8,329 days 00:00:00,12,66.7,11.0,-9.2,1.9,171 days 00:00:00,65 days 00:00:00,2.1,2.1,1.2,"MAX52w(tp=10,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-07-22,2024-07-22,5.6,93.0,0.3,0.5,0.2,-5.3,329 days 00:00:00,12,75.0,15.7,-9.2,3.1,171 days 00:00:00,81 days 00:00:00,3.1,3.4,1.6,"MAX52w(tp=20,n=0,sl=7,duration=180,size=100)"
大塚ホールディングス,4578,2019-07-22,2024-07-22,5.6,93.0,0.3,0.5,0.2,-5.3,329 days 00:00:00,12,75.0,16.2,-9.2,3.2,171 days 00:00:00,81 days 00:00:00,3.2,3.4,1.6,"MAX52w(tp=30,n=0,sl=7,duration=180,size=100)"
